Id,SalePrice
1461,125540.5997
1462,166576.0288
1463,178215.5866
1464,175026.358
1465,182713.7485
1466,176708.3682
1467,176182.9853
1468,162768.6799
1469,193460.2137
1470,128845.1475
1471,208677.54
1472,93288.46171
1473,100739.9559
1474,151680.2884
1475,121771.028
1476,304598.1214
1477,234550.4737
1478,269527.7479
1479,285806.8005
1480,423778.0837
1481,282381.0659
1482,210805.5266
1483,180884.0869
1484,156783.4694
1485,158389.77
1486,194304.0773
1487,306172.6143
1488,222589.0395
1489,188317.1053
1490,260337.0851
1491,195983.5363
1492,94295.94588
1493,176243.0116
1494,251353.4143
1495,268050.1072
1496,264510.2948
1497,191316.2022
1498,157896.239
1499,158456.6077
1500,156298.6508
1501,169734.6233
1502,146442.9464
1503,284687.4057
1504,235711.3294
1505,227103.7354
1506,179268.0119
1507,260881.4249
1508,200500.0851
1509,154966.9017
1510,143970.889
1511,147022.0863
1512,168937.5949
1513,131471.8445
1514,154006.84
1515,205910.318
1516,159207.8444
1517,158450.3404
1518,138986.7974
1519,228582.1026
1520,128664.7383
1521,138125.2404
1522,153535.4988
1523,117059.7863
1524,120471.6959
1525,126539.7023
1526,125237.0525
1527,115837.8603
1528,127058.7812
1529,144339.4969
1530,185690.7008
1531,125987.3117
1532,105467.6014
1533,155827.8398
1534,119432.2631
1535,155447.8402
1536,104303.7491
1537,91408.39836
1538,138304.3201
1539,195100.7124
1540,108642.6226
1541,122046.0443
1542,130188.3298
1543,190329.2078
1544,76137.63214
1545,100875.7571
1546,128094.4753
1547,128166.0967
1548,116636.0563
1549,116417.1206
1550,140631.3481
1551,120367.2937
1552,153220.516
1553,152038.9182
1554,105500.1802
1555,172323.3779
1556,71561.71804
1557,125780.0975
1558,95724.95497
1559,106138.0471
1560,137660.7806
1561,160520.4565
1562,127775.2468
1563,122978.3155
1564,173615.1576
1565,157895.3768
1566,237051.7105
1567,87663.15776
1568,229980.0269
1569,156627.393
1570,145790.5747
1571,132831.7565
1572,154626.6546
1573,264854.6014
1574,122414.4846
1575,246196.9518
1576,233351.7527
1577,191434.6246
1578,140902.8446
1579,147916.8298
1580,184768.7294
1581,138129.1222
1582,128083.4729
1583,292449.841
1584,224404.9866
1585,137335.1247
1586,82380.22146
1587,105894.4119
1588,156837.6515
1589,111820.1082
1590,137808.9374
1591,98666.16868
1592,118887.1325
1593,129021.4034
1594,152201.9902
1595,140426.1113
1596,243511.7036
1597,191293.1727
1598,197646.0566
1599,169973.4015
1600,180285.2573
1601,82306.34482
1602,120013.8491
1603,81308.77073
1604,294165.9815
1605,229918.3567
1606,167605.5455
1607,206162.0312
1608,205524.5766
1609,176383.9501
1610,157019.1036
1611,141215.7605
1612,205606.1178
1613,178168.4305
1614,117228.2578
1615,87963.11679
1616,78841.76376
1617,91769.80878
1618,127221.7537
1619,144611.5428
1620,205381.2048
1621,147423.6008
1622,139591.3379
1623,287565.0366
1624,219737.6787
1625,122279.6097
1626,160274.6089
1627,173801.8077
1628,260637.2453
1629,164295.3684
1630,354140.2401
1631,212403.1765
1632,230973.3072
1633,158066.4212
1634,183573.0728
1635,173582.3315
1636,163515.45
1637,203459.1821
1638,203607.7415
1639,175840.4803
1640,255253.6304
1641,158609.1031
1642,233451.0948
1643,231603.2283
1644,234485.7256
1645,185083.657
1646,147566.6348
1647,160449.5762
1648,132007.9802
1649,140573.1035
1650,120404.2973
1651,130411.4684
1652,94916.86286
1653,92747.73402
1654,145484.6868
1655,136163.2586
1656,145987.3667
1657,145484.6868
1658,158487.4286
1659,125446.1396
1660,147698.7186
1661,361024.9878
1662,333498.269
1663,344001.1927
1664,387680.1793
1665,277439.3549
1666,295209.1091
1667,354006.1559
1668,308493.4671
1669,271002.5858
1670,331673.7997
1671,252954.6014
1672,368885.7283
1673,282013.8726
1674,230675.3776
1675,198485.3735
1676,203051.8377
1677,218120.8702
1678,397742.8405
1679,360532.9308
1680,330556.6278
1681,254441.6193
1682,273392.5822
1683,182480.4348
1684,176716.1873
1685,176270.5234
1686,167369.5057
1687,153580.4658
1688,183831.0175
1689,185640.5633
1690,186174.5355
1691,165917.4533
1692,243866.6313
1693,151057.0297
1694,168756.9723
1695,157941.6074
1696,260882.3668
1697,162271.5452
1698,329416.4156
1699,278734.2278
1700,243300.7713
1701,250598.2814
1702,234223.8779
1703,232534.5692
1704,264045.1464
1705,240166.1052
1706,371181.8
1707,240923.7653
1708,201853.9022
1709,220504.9504
1710,223446.2323
1711,232452.2515
1712,270669.6425
1713,265521.1446
1714,219724.0801
1715,207624.0092
1716,181943.4461
1717,160108.6858
1718,152349.7167
1719,217097.8759
1720,232190.2421
1721,158401.9623
1722,135634.8728
1723,157061.9641
1724,208679.7161
1725,235770.1045
1726,195905.7176
1727,178631.1605
1728,183673.1067
1729,159896.9996
1730,157577.8776
1731,111504.8467
1732,128847.8402
1733,126442.6915
1734,127283.2278
1735,131588.9596
1736,118992.5759
1737,283124.5132
1738,208682.8155
1739,306987.0278
1740,244540.6415
1741,208643.464
1742,171904.3433
1743,174811.0915
1744,287226.4659
1745,205638.2462
1746,198819.0378
1747,207303.9275
1748,226966.5944
1749,162396.4094
1750,132882.9559
1751,222200.2342
1752,125447.115
1753,149016.7932
1754,186034.6667
1755,165558.2275
1756,118807.2959
1757,122198.8444
1758,134668.7685
1759,151635.1988
1760,181000.1406
1761,154171.2883
1762,182035.4907
1763,148208.7215
1764,116388.5826
1765,177403.4045
1766,168180.4039
1767,204064.3773
1768,148675.7101
1769,174797.7947
1770,137002.6963
1771,140345.111
1772,150929.3448
1773,142321.6017
1774,152548.6874
1775,134794.2686
1776,127541.8306
1777,110574.5178
1778,138645.1348
1779,113073.4862
1780,164000.3357
1781,135536.9368
1782,105821.6309
1783,140033.5479
1784,118140.92
1785,123302.0617
1786,176197.0496
1787,158238.0404
1788,75964.30462
1789,100506.2877
1790,95909.46358
1791,166858.0703
1792,160259.1461
1793,119130.8888
1794,134491.3479
1795,125837.2492
1796,141888.8623
1797,112869.3713
1798,124990.5636
1799,115693.1919
1800,139679.3557
1801,134112.7297
1802,134957.1266
1803,154912.4795
1804,152035.4606
1805,134892.2851
1806,111077.1794
1807,119481.1332
1808,121544.1952
1809,132035.666
1810,144472.4783
1811,107237.2121
1812,94918.26734
1813,117237.2003
1814,96368.02292
1815,60407.17149
1816,90263.13846
1817,131653.4142
1818,147551.9935
1819,135280.6965
1820,64708.72821
1821,119923.4283
1822,138457.8477
1823,37848.43493
1824,125234.9208
1825,141779.3432
1826,98383.41831
1827,108362.3806
1828,133188.2431
1829,94612.96147
1830,115011.9212
1831,135461.3407
1832,92434.31273
1833,140681.4533
1834,120963.615
1835,133544.6939
1836,113459.8719
1837,84601.98653
1838,112142.6382
1839,95830.16397
1840,164799.9593
1841,149592.087
1842,82394.6939
1843,132226.4652
1844,141336.8602
1845,151780.8587
1846,150382.7568
1847,174495.3657
1848,67682.69282
1849,99618.17237
1850,121846.9492
1851,151739.5904
1852,136253.8642
1853,132974.9933
1854,155855.5293
1855,129755.6186
1856,225623.8976
1857,174065.5395
1858,135216.5215
1859,119602.4636
1860,143652.4136
1861,119602.4636
1862,307144.2507
1863,281382.0844
1864,281382.0844
1865,317843.3697
1866,320560.4605
1867,230724.4128
1868,320185.0829
1869,203764.4892
1870,218844.8676
1871,254989.2199
1872,179267.1809
1873,229831.7812
1874,150257.1343
1875,200664.4799
1876,183967.6323
1877,225216.0271
1878,214013.9719
1879,138847.0514
1880,136940.2119
1881,230723.7268
1882,237179.3407
1883,195726.0947
1884,214220.7599
1885,255385.6523
1886,312247.6851
1887,222720.1638
1888,258811.1466
1889,164768.3432
1890,122962.09
1891,136134.6915
1892,110228.7983
1893,124119.5394
1894,134058.0296
1895,138338.9078
1896,130926.5926
1897,116476.0078
1898,115791.1076
1899,155075.3151
1900,142923.2381
1901,160105.0402
1902,158723.5191
1903,203283.7208
1904,159012.1044
1905,184740.1183
1906,164419.4574
1907,219495.108
1908,120333.3727
1909,138200.0199
1910,126820.7732
1911,212361.0325
1912,318683.9125
1913,163904.0676
1914,56986.19055
1915,330998.1205
1916,52662.69215
1917,239261.1989
1918,142185.11
1919,152886.6134
1920,154853.9828
1921,361421.6529
1922,307007.4892
1923,207390.6799
1924,219170.9418
1925,216431.214
1926,353959.5636
1927,138148.9304
1928,151713.9527
1929,124696.2491
1930,142119.327
1931,146396.2693
1932,150149.0838
1933,190394.4621
1934,164778.841
1935,172980.7601
1936,185100.6738
1937,169017.2581
1938,181973.8612
1939,249055.1698
1940,181076.9472
1941,163758.7601
1942,180268.2811
1943,217524.3823
1944,330343.181
1945,352901.3462
1946,157354.4055
1947,331680.6962
1948,176536.5508
1949,248716.0425
1950,169118.8206
1951,262392.6278
1952,207932.341
1953,170315.9899
1954,176667.3566
1955,124016.7111
1956,250629.1596
1957,161865.2548
1958,278739.4733
1959,141674.2035
1960,123094.665
1961,121302.9581
1962,97018.15789
1963,101084.4387
1964,107895.6295
1965,142247.2404
1966,137544.093
1967,277665.4289
1968,386199.8807
1969,368467.1672
1970,370035.1955
1971,347455.5857
1972,323197.1219
1973,260976.1691
1974,286940.3939
1975,426254.0575
1976,257157.7393
1977,310401.719
1978,342807.8665
1979,296599.9207
1980,173754.8585
1981,311862.3458
1982,224618.5734
1983,218853.2335
1984,174235.5259
1985,229081.1962
1986,213701.636
1987,166150.6459
1988,177643.5127
1989,192257.6583
1990,225700.2976
1991,226596.8893
1992,210311.8983
1993,167676.9041
1994,231139.705
1995,181116.1679
1996,231153.6066
1997,276643.1979
1998,309062.1298
1999,273118.7162
2000,290214.5568
2001,233998.6762
2002,245618.4352
2003,239794.6471
2004,237560.8397
2005,227560.8479
2006,219070.391
2007,232561.2923
2008,207471.7186
2009,196837.4467
2010,198293.273
2011,155463.5296
2012,173411.4953
2013,187449.1886
2014,195254.6668
2015,202036.736
2016,198099.111
2017,200697.3723
2018,127477.5683
2019,142564.9881
2020,106640.0226
2021,124107.281
2022,173773.1562
2023,140623.7964
2024,287350.2745
2025,300197.985
2026,172669.2191
2027,156499.7081
2028,153705.45
2029,163561.3681
2030,255136.1943
2031,233997.9577
2032,256800.9097
2033,241808.6821
2034,153536.6594
2035,183594.2022
2036,181735.0172
2037,185458.2982
2038,272384.8871
2039,212862.2071
2040,257872.5614
2041,262091.1699
2042,208304.6339
2043,162854.1607
2044,171729.8247
2045,197492.1828
2046,137271.2309
2047,147944.775
2048,137584.2813
2049,138793.4963
2050,177167.2502
2051,103773.1276
2052,128972.0198
2053,140863.2247
2054,87280.06232
2055,173140.0989
2056,137794.0734
2057,124243.5602
2058,239428.3063
2059,148535.3912
2060,167672.0236
2061,169395.3155
2062,132803.7165
2063,117024.2667
2064,137809.3443
2065,118376.2898
2066,157362.6582
2067,113706.3876
2068,151759.6162
2069,83382.86068
2070,105483.2462
2071,104833.3241
2072,120785.9492
2073,135548.5489
2074,177133.9703
2075,139325.4193
2076,129004.4336
2077,153557.5431
2078,131941.2217
2079,122447.1951
2080,112011.1728
2081,123759.1738
2082,127188.9859
2083,138098.7418
2084,116743.7672
2085,122812.8041
2086,134162.3567
2087,119463.1293
2088,105877.1465
2089,74018.34979
2090,134985.1049
